technical_signal_num,technical_confidence,technical_missing,technical_freshness_sec,technical_trend_strength,technical_volatility_regime,macro_signal_num,macro_confidence,macro_missing,macro_freshness_sec,macro_regime,macro_event_risk_score,sentiment_signal_num,sentiment_confidence,sentiment_missing,sentiment_freshness_sec,sentiment_score,news_volume,sentiment_momentum,agreement_ratio,conflict_index,weighted_confidence,missing_agent_count,stale_agent_count,timeframe_sec,target
0.0,0.7599000954115682,0.0,15.0,0.0,0.7599000954115682,1.0,0.9493298446424954,0.0,106112.0,0.9493298446424954,0.4660821913890082,-1.0,0.504773474432091,0.0,12562.0,-0.504773474432091,1.0,-0.5837316503872902,0.5,0.5,0.7380011381620516,0.0,1.0,3600.0,1
-1.0,0.5969130695650626,0.0,13.0,0.5969130695650626,0.5969130695650626,-1.0,0.8943531766253909,0.0,237458.0,-0.8943531766253909,0.5259205117168932,1.0,0.8291008184806958,0.0,6492.0,0.8291008184806958,2.0,0.9046812622022096,0.5,0.5,0.7734556882237165,0.0,1.0,3600.0,-1
1.0,0.797999537005684,0.0,11.0,0.797999537005684,0.797999537005684,-1.0,0.6801193209100502,0.0,130441.0,-0.6801193209100502,0.5928546001010504,1.0,0.2711489188917508,0.0,16592.0,0.2711489188917508,3.0,0.341598328083199,0.5,0.5,0.5830892589358284,0.0,1.0,3600.0,1
0.0,0.8642017595143227,0.0,14.0,0.0,0.8642017595143227,-1.0,0.44159897309885954,0.0,21713.0,-0.44159897309885954,0.587904996707863,1.0,0.4826442944539062,0.0,15231.0,0.4826442944539062,12.0,0.7349318514136233,0.5,0.5,0.5961483423556961,0.0,1.0,3600.0,0
1.0,0.5410789211785311,0.0,19.0,0.5410789211785311,0.5410789211785311,0.0,0.47990552137835496,0.0,60883.0,0.0,0.3672518907174329,0.0,0.0,1.0,999999.0,0.0,15.0,-0.13210793124816694,0.5,0.5,0.34032814751896207,1.0,1.0,86400.0,1
-1.0,0.9754829408914284,0.0,11.0,0.9754829408914284,0.9754829408914284,0.0,0.0,1.0,999999.0,0.0,0.9006790585431399,1.0,0.8538774061878,0.0,13474.0,0.8538774061878,13.0,0.6790864245465974,0.25,0.75,0.6097867823597428,1.0,2.0,3600.0,-1
1.0,0.9224302029454226,0.0,3.0,0.9224302029454226,0.9224302029454226,0.0,0.5098071186200247,0.0,55269.0,0.0,0.5116565260050223,-1.0,0.7568041076176563,0.0,9644.0,-0.7568041076176563,10.0,-0.5513309723168169,0.25,0.75,0.729680476394368,0.0,1.0,86400.0,1
1.0,0.6558659074160412,0.0,2.0,0.6558659074160412,0.6558659074160412,0.0,0.31385403853271143,0.0,39599.0,0.0,0.8321161298577701,1.0,0.6988100973201194,0.0,8474.0,0.6988100973201194,14.0,0.69362089931791,0.75,0.25,0.556176681089624,0.0,1.0,86400.0,1
1.0,0.8053828469384989,0.0,10.0,0.8053828469384989,0.8053828469384989,-1.0,0.7265664052761374,0.0,71206.0,-0.7265664052761374,0.5573786907726446,1.0,0.7963882893397405,0.0,9821.0,0.7963882893397405,4.0,0.750708499792897,0.5,0.5,0.776112513851459,0.0,1.0,3600.0,1
-1.0,0.6801256036098325,0.0,8.0,0.6801256036098325,0.6801256036098325,-1.0,0.6987281376606458,0.0,122412.0,-0.6987281376606458,0.3706131969108629,1.0,0.7240639861088267,0.0,15209.0,0.7240639861088267,14.0,0.7428881242396449,0.5,0.5,0.7009725757931017,0.0,1.0,14400.0,-1
0.0,0.8293862478841265,0.0,12.0,0.0,0.8293862478841265,-1.0,0.8878019570922464,0.0,22260.0,-0.8878019570922464,0.7386480354423849,-1.0,0.4203280394916695,0.0,292.0,-0.4203280394916695,15.0,-0.5598132833585227,0.5,0.5,0.7125054148226808,0.0,0.0,86400.0,-1
-1.0,0.8709987884431283,0.0,13.0,0.8709987884431283,0.8709987884431283,1.0,0.6099551260685427,0.0,125016.0,0.6099551260685427,0.17696008246852402,-1.0,0.5623787234655588,0.0,1814.0,-0.5623787234655588,2.0,-0.5247927018767349,0.5,0.5,0.6811108793257432,0.0,0.0,3600.0,-1
-1.0,0.3646302097489368,0.0,3.0,0.3646302097489368,0.3646302097489368,0.0,0.524060825168952,0.0,174531.0,0.0,0.969680320136072,1.0,0.692672348583727,0.0,8543.0,0.692672348583727,6.0,0.684646151597046,0.25,0.75,0.527121127833872,0.0,2.0,3600.0,0
1.0,0.399853178711409,0.0,14.0,0.399853178711409,0.399853178711409,0.0,0.6324861688965484,0.0,109494.0,0.0,0.5723025607914948,-1.0,0.6438278472692639,0.0,10459.0,-0.6438278472692639,4.0,-0.5364499693326467,0.25,0.75,0.5587223982924071,0.0,1.0,3600.0,0
1.0,0.561974472002338,0.0,19.0,0.561974472002338,0.561974472002338,0.0,0.0,1.0,999999.0,0.0,0.10416566924371484,0.0,0.8430153967724505,0.0,3232.0,0.0,2.0,0.08570130584139829,0.5,0.5,0.46832995625826285,1.0,1.0,3600.0,1
0.0,0.0,1.0,999999.0,0.0,0.0,-1.0,0.7066012286861111,0.0,153507.0,-0.7066012286861111,0.42135826490543904,0.0,0.567475909059845,0.0,10892.0,0.0,2.0,0.0940332935706591,0.75,0.25,0.42469237924865205,1.0,1.0,14400.0,-1
-1.0,0.6009123573803354,0.0,18.0,0.6009123573803354,0.6009123573803354,-1.0,0.800521373813605,0.0,119105.0,-0.800521373813605,0.7125382496978053,-1.0,0.3692515432755482,0.0,440.0,-0.3692515432755482,15.0,-0.35016794689069486,1.0,0.0,0.590228424823163,0.0,0.0,3600.0,-1
0.0,0.9091326955772122,0.0,18.0,0.0,0.9091326955772122,-1.0,0.3997501136941999,0.0,233806.0,-0.3997501136941999,0.06810971748650829,-1.0,0.3937699650666307,0.0,4428.0,-0.3937699650666307,2.0,-0.2333353329964722,0.5,0.5,0.5675509247793477,0.0,1.0,14400.0,-1
0.0,0.6413333649580043,0.0,8.0,0.0,0.6413333649580043,1.0,0.506949091462964,0.0,146805.0,0.506949091462964,0.261380462049589,1.0,0.8168578944357249,0.0,8277.0,0.8168578944357249,10.0,0.8744832015934257,0.5,0.5,0.6550467836188977,0.0,1.0,14400.0,1
-1.0,0.5319773397962912,0.0,15.0,0.5319773397962912,0.5319773397962912,1.0,0.864070636588159,0.0,193252.0,0.864070636588159,0.9243741660119829,1.0,0.25584303932948504,0.0,893.0,0.25584303932948504,13.0,0.20253097012624957,0.0,1.0,0.5506303385713117,0.0,1.0,3600.0,0
-1.0,0.917406465329372,0.0,18.0,0.917406465329372,0.917406465329372,0.0,0.6285956366119841,0.0,153807.0,0.0,0.3562029811291706,1.0,0.8323173425378786,0.0,11405.0,0.8323173425378786,12.0,0.751394898598025,0.25,0.75,0.7927731481597449,0.0,1.0,14400.0,-1
0.0,0.7032225844187668,0.0,17.0,0.0,0.7032225844187668,-1.0,0.6456938203404052,0.0,230045.0,-0.6456938203404052,0.15916262837254436,-1.0,0.2872440173546698,0.0,9633.0,-0.2872440173546698,7.0,-0.3568971602352955,0.5,0.5,0.5453868073712805,0.0,2.0,86400.0,-1
-1.0,0.577105105868926,0.0,7.0,0.577105105868926,0.577105105868926,-1.0,0.7695653280846784,0.0,103481.0,-0.7695653280846784,0.0983826958534817,-1.0,0.5124111736199016,0.0,10175.0,-0.5124111736199016,0.0,-0.4535281665212423,1.0,0.0,0.6196938691911686,0.0,1.0,3600.0,-1
1.0,0.3779764122855246,0.0,13.0,0.3779764122855246,0.3779764122855246,0.0,0.6756303298938622,0.0,45468.0,0.0,0.6190626540748281,0.0,0.7861180723885715,0.0,9246.0,0.0,6.0,-0.13316196707659167,0.5,0.5,0.613241604855986,0.0,1.0,3600.0,1
0.0,0.41988787344238104,0.0,11.0,0.0,0.41988787344238104,0.0,0.3452268492479824,0.0,43581.0,0.0,0.5581331310115202,0.0,0.5231023024710073,0.0,12444.0,0.0,4.0,0.015510595928459379,1.0,0.0,0.42940567505379024,0.0,1.0,14400.0,0
1.0,0.43776550641416423,0.0,8.0,0.43776550641416423,0.43776550641416423,1.0,0.8225751127109733,0.0,238375.0,0.8225751127109733,0.6477416297800572,-1.0,0.8009732853262153,0.0,11765.0,-0.8009732853262153,13.0,-0.8842606689784646,0.5,0.5,0.6871046348171177,0.0,2.0,3600.0,1
1.0,0.5798468629586819,0.0,12.0,0.5798468629586819,0.5798468629586819,1.0,0.8998434242115039,0.0,191654.0,0.8998434242115039,0.958036758367139,1.0,0.3172002191322747,0.0,11881.0,0.3172002191322747,15.0,0.19188812969084904,1.0,0.0,0.5989635021008202,0.0,2.0,3600.0,1
-1.0,0.7326197621189368,0.0,18.0,0.7326197621189368,0.7326197621189368,0.0,0.33463020144402794,0.0,73239.0,0.0,0.060118263644867165,1.0,0.5927332917115749,0.0,3832.0,0.5927332917115749,3.0,0.4835668397740661,0.25,0.75,0.5533277517581798,0.0,0.0,86400.0,-1
1.0,0.5437817720858158,0.0,0.0,0.5437817720858158,0.5437817720858158,1.0,0.37881234169740813,0.0,107418.0,0.37881234169740813,0.19767101818116828,0.0,0.0,1.0,999999.0,0.0,2.0,-0.0023791551732320424,0.75,0.25,0.3075313712610746,1.0,1.0,3600.0,1
1.0,0.3912824092718241,0.0,18.0,0.3912824092718241,0.3912824092718241,1.0,0.7562838814348622,0.0,8199.0,0.7562838814348622,0.2338243241363388,0.0,0.8468819601489516,0.0,3233.0,0.0,13.0,0.07637748618725383,0.75,0.25,0.6648160836185459,0.0,0.0,3600.0,1
0.0,0.5168295045099203,0.0,7.0,0.0,0.5168295045099203,0.0,0.6929080561344415,0.0,228725.0,0.0,0.4270888694282494,0.0,0.0,1.0,999999.0,0.0,13.0,-0.06759364145483951,1.0,0.0,0.40324585354812054,1.0,2.0,86400.0,0
-1.0,0.6074694400667544,0.0,16.0,0.6074694400667544,0.6074694400667544,0.0,0.5486360493316348,0.0,104696.0,0.0,0.12102633991142608,-1.0,0.4768624591396084,0.0,17602.0,-0.4768624591396084,15.0,-0.684460170716362,0.75,0.25,0.5443226495126658,0.0,1.0,3600.0,-1
1.0,0.9751300550635673,0.0,2.0,0.9751300550635673,0.9751300550635673,1.0,0.6505116218112413,0.0,92304.0,0.6505116218112413,0.40986992230916497,-1.0,0.6917632235808818,0.0,3216.0,-0.6917632235808818,12.0,-0.37632982871975884,0.5,0.5,0.7724683001518967,0.0,0.0,3600.0,1
-1.0,0.5975817499930913,0.0,17.0,0.5975817499930913,0.5975817499930913,-1.0,0.7571700692006882,0.0,59087.0,-0.7571700692006882,0.8161946287224513,0.0,0.9065531548462522,0.0,2046.0,0.0,7.0,0.11177967442564694,0.75,0.25,0.7537683246800105,0.0,0.0,3600.0,-1
-1.0,0.4061931138108897,0.0,8.0,0.4061931138108897,0.4061931138108897,1.0,0.627909700222604,0.0,19745.0,0.627909700222604,0.1636578274172812,0.0,0.8183437970517641,0.0,5456.0,0.0,6.0,0.09322792268432306,0.25,0.75,0.6174822036950859,0.0,0.0,3600.0,0
-1.0,0.7161023331185781,0.0,18.0,0.7161023331185781,0.7161023331185781,-1.0,0.39112241101317197,0.0,182908.0,-0.39112241101317197,0.9165804663767516,0.0,0.0,1.0,999999.0,0.0,0.0,0.16278786109198734,0.75,0.25,0.36907491471058335,1.0,2.0,3600.0,-1
0.0,0.0,1.0,999999.0,0.0,0.0,0.0,0.3581334189366386,0.0,53479.0,0.0,0.9112534150643675,1.0,0.5965122947146081,0.0,15556.0,0.5965122947146081,14.0,0.605749279374309,0.75,0.25,0.3182152378837489,1.0,1.0,86400.0,1
1.0,0.8456182902829026,0.0,14.0,0.8456182902829026,0.8456182902829026,1.0,0.585258177872448,0.0,20865.0,0.585258177872448,0.5129872305959169,-1.0,0.6280804117979538,0.0,12959.0,-0.6280804117979538,15.0,-0.6415805252733997,0.5,0.5,0.6863189599844347,0.0,1.0,1.0,1
1.0,0.8768175347879591,0.0,11.0,0.8768175347879591,0.8768175347879591,0.0,0.8998750926017418,0.0,234846.0,0.0,0.8601575580695752,-0.0,0.0,1.0,999999.0,-0.0,14.0,0.13557914079551941,0.5,0.5,0.592230875796567,1.0,2.0,3600.0,1
1.0,0.9347860315444682,0.0,4.0,0.9347860315444682,0.9347860315444682,0.0,0.6625564635605209,0.0,131520.0,0.0,0.7115008148906169,-1.0,0.832649142792029,0.0,11327.0,-0.832649142792029,9.0,-0.6977448777965282,0.25,0.75,0.8099972126323394,0.0,1.0,14400.0,1
0.0,0.7510224071328889,0.0,4.0,0.0,0.7510224071328889,0.0,0.5328430448616018,0.0,18510.0,0.0,0.3567384549439474,-1.0,0.7875239588663149,0.0,14991.0,-0.7875239588663149,13.0,-0.726005281604957,0.75,0.25,0.690463136953602,0.0,1.0,86400.0,0
0.0,0.9768013203117042,0.0,10.0,0.0,0.9768013203117042,-1.0,0.8906590101886729,0.0,69455.0,-0.8906590101886729,0.5617514983899563,0.0,0.7984427543736657,0.0,6116.0,0.0,0.0,0.08824978606554319,0.75,0.25,0.888634361624681,0.0,0.0,14400.0,0
-1.0,0.37096738902417997,0.0,9.0,0.37096738902417997,0.37096738902417997,-1.0,0.5526109015163096,0.0,132870.0,-0.5526109015163096,0.11661655552394523,1.0,0.8393520055305911,0.0,4665.0,0.8393520055305911,6.0,0.7154747824942549,0.5,0.5,0.5876434320236936,0.0,0.0,3600.0,0
-1.0,0.8759489959704442,0.0,12.0,0.8759489959704442,0.8759489959704442,-1.0,0.6309452126073438,0.0,49615.0,-0.6309452126073438,0.49576237269881474,1.0,0.32623389383159296,0.0,15620.0,0.32623389383159296,1.0,0.30048693297400075,0.5,0.5,0.611042700803127,0.0,1.0,3600.0,-1
1.0,0.8899167217990248,0.0,16.0,0.8899167217990248,0.8899167217990248,0.0,0.3757245649086688,0.0,237607.0,0.0,0.8299790532199683,0.0,0.4460683825263305,0.0,2366.0,0.0,9.0,0.17038147826196068,0.5,0.5,0.5705698897446747,0.0,1.0,86400.0,1
0.0,0.927521246180038,0.0,15.0,0.0,0.927521246180038,0.0,0.7793106145875976,0.0,210153.0,0.0,0.5852399976925216,0.0,0.903996067748917,0.0,16381.0,0.0,0.0,0.08043442517467835,1.0,0.0,0.8702759761721842,0.0,2.0,14400.0,0
0.0,0.6512467583105849,0.0,1.0,0.0,0.6512467583105849,-1.0,0.755196922143415,0.0,212570.0,-0.755196922143415,0.38203061366687974,-1.0,0.6150000271758769,0.0,8622.0,-0.6150000271758769,4.0,-0.7612021120634964,0.5,0.5,0.673814569209959,0.0,2.0,14400.0,-1
1.0,0.846286231880978,0.0,9.0,0.846286231880978,0.846286231880978,1.0,0.8162585953585637,0.0,123721.0,0.8162585953585637,0.6635596409365446,0.0,0.36823078622793365,0.0,12993.0,0.0,6.0,-0.05311027350228276,0.75,0.25,0.6769252044891584,0.0,1.0,3600.0,1
0.0,0.47290065144634325,0.0,2.0,0.0,0.47290065144634325,0.0,0.5113743537280462,0.0,237198.0,0.0,0.9768554437214121,-1.0,0.5870472742436832,0.0,6696.0,-0.5870472742436832,2.0,-0.4329516011076727,0.75,0.25,0.5237740931393575,0.0,1.0,14400.0,0
0.0,0.729972041862275,0.0,10.0,0.0,0.729972041862275,0.0,0.5834345923930246,0.0,78106.0,0.0,0.06748152928812556,1.0,0.6826753974534062,0.0,12777.0,0.6826753974534062,1.0,0.7281971124932746,0.75,0.25,0.6653606772362353,0.0,1.0,86400.0,1
0.0,0.5759464459889807,0.0,10.0,0.0,0.5759464459889807,0.0,0.4094221124926789,0.0,133289.0,0.0,0.3303643224147128,0.0,0.8049087292382304,0.0,16648.0,0.0,14.0,0.018188931760094635,1.0,0.0,0.59675909590663,0.0,1.0,3600.0,0
-1.0,0.7255893999170445,0.0,19.0,0.7255893999170445,0.7255893999170445,-1.0,0.9269281694627245,0.0,179068.0,-0.9269281694627245,0.1559392614427354,-1.0,0.7941584064357236,0.0,8876.0,-0.7941584064357236,4.0,-0.7729623066318755,1.0,0.0,0.8155586586051643,0.0,2.0,3600.0,-1
-1.0,0.7756031195097292,0.0,7.0,0.7756031195097292,0.7756031195097292,1.0,0.35595027581512373,0.0,121258.0,0.35595027581512373,0.9569475174727049,-1.0,0.28299180053271916,0.0,3819.0,-0.28299180053271916,15.0,-0.2913479398475477,0.5,0.5,0.47151506528585735,0.0,0.0,1.0,-1
0.0,0.5686532600500926,0.0,9.0,0.0,0.5686532600500926,0.0,0.7218586473886246,0.0,204765.0,0.0,0.5459018676398442,-1.0,0.5538617412715136,0.0,1401.0,-0.5538617412715136,5.0,-0.6062860316086783,0.75,0.25,0.6147912162367436,0.0,1.0,14400.0,0
-1.0,0.4862301285608093,0.0,10.0,0.4862301285608093,0.4862301285608093,-1.0,0.7584173064673709,0.0,24926.0,-0.7584173064673709,0.1296691340806959,1.0,0.2637812676452954,0.0,16662.0,0.2637812676452954,0.0,0.18042238984169368,0.5,0.5,0.5028095675578252,0.0,1.0,3600.0,-1
0.0,0.5526633825813809,0.0,2.0,0.0,0.5526633825813809,1.0,0.40252870787313677,0.0,106101.0,0.40252870787313677,0.6121700584847303,-1.0,0.8450646028563881,0.0,17982.0,-0.8450646028563881,1.0,-0.744032145614613,0.5,0.5,0.6000855644369686,0.0,1.0,3600.0,-1
1.0,0.7682930644176889,0.0,1.0,0.7682930644176889,0.7682930644176889,1.0,0.5374600837898184,0.0,199177.0,0.5374600837898184,0.5004201899723943,-1.0,0.36651707059747873,0.0,11720.0,-0.36651707059747873,11.0,-0.3427625312951432,0.5,0.5,0.5574234062683286,0.0,2.0,3600.0,1
-1.0,0.7764307672138706,0.0,14.0,0.7764307672138706,0.7764307672138706,1.0,0.3280322683956141,0.0,43709.0,0.3280322683956141,0.05932046928912438,-1.0,0.6686660457623178,0.0,279.0,-0.6686660457623178,0.0,-0.5979607357641095,0.5,0.5,0.5910430271239342,0.0,0.0,14400.0,-1
-1.0,0.8170296696951822,0.0,6.0,0.8170296696951822,0.8170296696951822,1.0,0.6617953674313166,0.0,92408.0,0.6617953674313166,0.8645146638853929,1.0,0.6323143087578682,0.0,15928.0,0.6323143087578682,15.0,0.6869832066273323,0.0,1.0,0.703713115294789,0.0,1.0,3600.0,0
-1.0,0.42971806340080476,0.0,7.0,0.42971806340080476,0.42971806340080476,1.0,0.9467097928353556,0.0,238641.0,0.9467097928353556,0.7091962623789059,0.0,0.6691047212107201,0.0,8917.0,0.0,4.0,0.14087164652803053,0.25,0.75,0.6818441924822934,0.0,2.0,86400.0,0
-1.0,0.8656659558603108,0.0,19.0,0.8656659558603108,0.8656659558603108,-1.0,0.5794252219344032,0.0,147245.0,-0.5794252219344032,0.0052387953282624355,0.0,0.6274891372970435,0.0,4208.0,0.0,9.0,0.04546425121303434,0.75,0.25,0.6908601050305858,0.0,0.0,3600.0,-1
1.0,0.7835331149708019,0.0,4.0,0.7835331149708019,0.7835331149708019,0.0,0.9435053432424085,0.0,86154.0,0.0,0.959672251936908,0.0,0.7294444138356271,0.0,6608.0,0.0,7.0,0.08236096027298798,0.5,0.5,0.8188276240162792,0.0,0.0,3600.0,1
0.0,0.36921819831510266,0.0,18.0,0.0,0.36921819831510266,0.0,0.3820465254758256,0.0,87151.0,0.0,0.15926813629184222,-1.0,0.6694936772355217,0.0,16953.0,-0.6694936772355217,0.0,-0.652765373285895,0.75,0.25,0.47358613367548336,0.0,1.0,3600.0,-1
0.0,0.0,1.0,999999.0,0.0,0.0,-1.0,0.5550953231240672,0.0,49321.0,-0.5550953231240672,0.00026200708106038917,1.0,0.31050116533644556,0.0,13970.0,0.31050116533644556,11.0,0.2157567794794541,0.5,0.5,0.2885321628201709,1.0,1.0,3600.0,-1
1.0,0.6440280912210805,0.0,5.0,0.6440280912210805,0.6440280912210805,-1.0,0.8862772305315065,0.0,176351.0,-0.8862772305315065,0.4272715545981087,-1.0,0.49573452717498495,0.0,10745.0,-0.49573452717498495,0.0,-0.5182962262301829,0.0,1.0,0.6753466163091907,0.0,2.0,14400.0,0
0.0,0.5771890189436932,0.0,19.0,0.0,0.5771890189436932,-1.0,0.8698520630773567,0.0,24794.0,-0.8698520630773567,0.14078246538937256,-1.0,0.6162176020762167,0.0,13244.0,-0.6162176020762167,12.0,-0.5572256721523889,0.5,0.5,0.6877528946990888,0.0,1.0,3600.0,-1
1.0,0.42397263957130027,0.0,12.0,0.42397263957130027,0.42397263957130027,0.0,0.5103345256153597,0.0,49938.0,0.0,0.5701479289856207,0.0,0.4678822753517787,0.0,15258.0,0.0,8.0,0.0677672734463949,0.5,0.5,0.4673964801794796,0.0,1.0,14400.0,1
-1.0,0.4806281592381544,0.0,6.0,0.4806281592381544,0.4806281592381544,1.0,0.7410968794494155,0.0,29724.0,0.7410968794494155,0.3114296151931363,-1.0,0.7594216928206122,0.0,11304.0,-0.7594216928206122,4.0,-0.6143188964970983,0.5,0.5,0.6603822438360606,0.0,1.0,14400.0,-1
-1.0,0.3654736787933835,0.0,9.0,0.3654736787933835,0.3654736787933835,1.0,0.8760041115125639,0.0,180924.0,0.8760041115125639,0.18517808655426093,-1.0,0.4629914690868446,0.0,5648.0,-0.4629914690868446,15.0,-0.5089835081383363,0.5,0.5,0.5681564197975973,0.0,1.0,86400.0,0
-1.0,0.40863861165211457,0.0,7.0,0.40863861165211457,0.40863861165211457,-1.0,0.798470352999598,0.0,226330.0,-0.798470352999598,0.9853449734618728,1.0,0.8052183967830365,0.0,1345.0,0.8052183967830365,3.0,0.8278182199914494,0.5,0.5,0.6707757871449164,0.0,1.0,86400.0,-1
1.0,0.5177690741664631,0.0,16.0,0.5177690741664631,0.5177690741664631,-1.0,0.7085095280063962,0.0,20923.0,-0.7085095280063962,0.3327290161698869,0.0,0.3483115930575941,0.0,2216.0,0.0,4.0,-0.012915492060817069,0.25,0.75,0.5248633984101512,0.0,0.0,3600.0,0
0.0,0.8665812673505102,0.0,9.0,0.0,0.8665812673505102,0.0,0.39917414946401464,0.0,227198.0,0.0,0.41473326472463545,-1.0,0.7654930185405362,0.0,4263.0,-0.7654930185405362,10.0,-0.6030617643486629,0.75,0.25,0.6770828117850204,0.0,1.0,14400.0,0
-1.0,0.6817816312604361,0.0,0.0,0.6817816312604361,0.6817816312604361,0.0,0.0,1.0,999999.0,0.0,0.29424013877304667,-1.0,0.3729218453260766,0.0,13834.0,-0.3729218453260766,5.0,-0.3352769861343728,0.75,0.25,0.35156782552883753,1.0,2.0,3600.0,-1
0.0,0.6174336711353967,0.0,13.0,0.0,0.6174336711353967,1.0,0.6995044168807646,0.0,121903.0,0.6995044168807646,0.8369869811246505,1.0,0.6037702378761488,0.0,1694.0,0.6037702378761488,7.0,0.6433296591783128,0.5,0.5,0.6402361086307701,0.0,0.0,14400.0,1
