,open,high,low,close,volume,EUR/USD Exchange Rate,Federal Funds Rate,GBP/USD Exchange Rate,US 10Y Inflation Expectations,US 10Y Treasury,US CPI,US GDP,US Unemployment Rate,USD/CHF Exchange Rate,USD/JPY Exchange Rate,EUR/USD Exchange Rate_lag_1,Federal Funds Rate_lag_1,GBP/USD Exchange Rate_lag_1,US 10Y Inflation Expectations_lag_1,US 10Y Treasury_lag_1,EUR/USD Exchange Rate_lag_5,Federal Funds Rate_lag_5,GBP/USD Exchange Rate_lag_5,US 10Y Inflation Expectations_lag_5,US 10Y Treasury_lag_5,EUR/USD Exchange Rate_lag_20,Federal Funds Rate_lag_20,GBP/USD Exchange Rate_lag_20,US 10Y Inflation Expectations_lag_20,US 10Y Treasury_lag_20
EUR/USD Exchange Rate_lag_1,0.3295627545955137,0.3336924846975753,0.35968798920192613,0.3530872616050906,-0.4127989056809886,0.9795467018096882,-0.4869739075604066,0.7404499391731221,0.12301918093493949,-0.3604988011511327,0.6911223006701032,0.694917716615692,0.6617532638560051,-0.9303134025688973,0.34952990972560666,1.0,-0.4872088626234335,0.7693644529814786,0.10411729455921097,-0.3604150633243091,0.914228818602255,-0.4815803941182065,0.6792804583916398,0.09108283544564225,-0.3130475329446319,0.5910473221340319,-0.39292425607932896,0.4657666964019044,0.2380999176340054,-0.1608848357258071
Federal Funds Rate_lag_1,-0.8907409202168006,-0.8948362429445607,-0.8930420069969046,-0.8915936393363256,0.10110591199618714,-0.48394388182898507,0.9952689222231949,-0.12285002483080651,0.249006968651566,0.4896864786774236,-0.8841632929885267,-0.747940932211317,-0.7240220050555782,0.6649942288193832,-0.8919220516604611,-0.4872088626234335,1.0,-0.13034691401530185,0.25478992310312887,0.5026794952788064,-0.4999149491877665,0.9811589551360673,-0.15020442596039363,0.3114263615474331,0.5551382042161075,-0.5269702785185197,0.917307592750841,-0.11456079544037144,0.3298405649011931,0.6184260953442657
GBP/USD Exchange Rate_lag_1,-0.0845496010612502,-0.07718471792602025,-0.05152235586073421,-0.05708035600041908,-0.26109081188860395,0.7492069412115633,-0.13412609563108152,0.9592972513131071,0.2867937200951888,0.06548411285716778,0.193211055772865,0.10860524174511715,0.23402947846504696,-0.669015905741807,-0.05760265830530518,0.7693644529814786,-0.13034691401530185,1.0,0.26363806453642064,0.07797060489151998,0.6432084003169997,-0.11693337487917795,0.8230782335093776,0.2046368645848571,0.19585338772768016,0.09305252907873796,-0.04588474977394559,0.32205561609711586,0.08883454717968896,0.39923459922357984
US 10Y Inflation Expectations_lag_1,-0.14111607785756744,-0.1477769686505876,-0.1338744525877101,-0.14875350346876012,0.021779128878039712,0.09711519684932197,0.26094430134242913,0.24797198100530518,0.9349738740017085,0.2722887076187031,-0.0035967708346020186,0.04263425187807441,0.03524146618103078,-0.034302912118051886,-0.14464996059773283,0.10411729455921097,0.25478992310312887,0.26363806453642064,1.0,0.32678661784892427,0.19103608459540317,0.2580841732939982,0.373661504363024,0.7794516969483957,0.2918367128359012,0.34824483223440617,0.2845373075053385,0.5375187346253198,0.3199828470592143,0.3394470564532901
US 10Y Treasury_lag_1,-0.5624826134280436,-0.5694595271007087,-0.5762037327703714,-0.5822859650429809,0.2744388195251149,-0.3445394269005034,0.5098125843752241,0.11398814493228394,0.3230218376337143,0.9473349300736628,-0.6520496359158264,-0.6684641210769204,-0.6342361279355377,0.3763108322485546,-0.5754376114713003,-0.3604150633243091,0.5026794952788064,0.07797060489151998,0.32678661784892427,1.0,-0.37898351045785483,0.49898418195955724,0.05079417178448803,0.1152016441209243,0.7991222774798592,-0.5219958042768925,0.38880371309480943,-0.15872299159175893,-0.2718643795615696,0.5664365745849784
EUR/USD Exchange Rate_lag_5,0.4380443848407919,0.4389246522633891,0.4701883877972056,0.45546215767195436,-0.46350799862506264,0.8959515638049967,-0.4991195244854273,0.612832780925412,0.20807181890232537,-0.39211120918853976,0.7140916562700051,0.7332062896528279,0.7096629005531704,-0.8680874909636246,0.45501499476618146,0.914228818602255,-0.4999149491877665,0.6432084003169997,0.19103608459540317,-0.37898351045785483,1.0,-0.5039614401983018,0.7694457884678929,0.1081509237904335,-0.3609731084259816,0.6770962190129265,-0.45272707622420005,0.5255605655454033,0.22598220780435618,-0.2056132559861816
Federal Funds Rate_lag_5,-0.8848282409307734,-0.8896098362501318,-0.8855801233489273,-0.8844093461566724,0.05733952355327505,-0.476789647471584,0.9767320867011892,-0.10337198707088804,0.2642810982689967,0.4869754607158122,-0.8627609511394086,-0.7263991194140591,-0.7039515204919852,0.6966074699166874,-0.8857855013296431,-0.4815803941182065,0.9811589551360673,-0.11693337487917795,0.2580841732939982,0.49898418195955724,-0.5039614401983018,1.0,-0.14257651685250347,0.2896162770171185,0.5204010543869262,-0.5278084725030271,0.9309546900910886,-0.14456899791992778,0.33586369349724426,0.5974584869665324
GBP/USD Exchange Rate_lag_5,0.02890044528803691,0.034040040634710854,0.05619410149904291,0.04565007800412032,-0.3073586810727836,0.6633656971793109,-0.1488758291546062,0.7880587014237583,0.39046883831719437,0.038347854192262505,0.25203330128458185,0.2066033527321001,0.32151869717119586,-0.6101992094889748,0.045610839880335076,0.6792804583916398,-0.15020442596039363,0.8230782335093776,0.373661504363024,0.05079417178448803,0.7694457884678929,-0.14257651685250347,1.0,0.27210654351853336,0.08035640817579077,0.27748816533403137,-0.07892842245362766,0.48016735007773836,0.14476832961630043,0.34271436454055765
US 10Y Inflation Expectations_lag_5,-0.1996414023058304,-0.19637577937602776,-0.20168843656888982,-0.20442347896067972,-0.010578760688703804,0.10015846653455772,0.31522184885397597,0.18506902144972784,0.7188098946532835,0.08616989438509726,-0.046073225419977694,0.004264654036818121,0.007656270708591043,-0.02784931099943511,-0.2023082430950845,0.09108283544564225,0.3114263615474331,0.2046368645848571,0.7794516969483957,0.1152016441209243,0.1081509237904335,0.2896162770171185,0.27210654351853336,1.0,0.32499665947846246,0.38971174718469054,0.3452481621151724,0.5730775113172467,0.38890715112780005,0.23341425714413933
US 10Y Treasury_lag_5,-0.6345540075817642,-0.633334427187494,-0.6397217294413503,-0.6427348271766061,0.15882017139609314,-0.29917918219206036,0.5623732620134183,0.21635570766529613,0.28264996095023587,0.7622552299534331,-0.6785235992363811,-0.6848680052620516,-0.653730943954969,0.38273553765373225,-0.6369056439276095,-0.3130475329446319,0.5551382042161075,0.19585338772768016,0.2918367128359012,0.7991222774798592,-0.3609731084259816,0.5204010543869262,0.08035640817579077,0.32499665947846246,1.0,-0.5199453418610837,0.4390055943244188,-0.10799079251507501,-0.1605039455981196,0.5654606771089077
EUR/USD Exchange Rate_lag_20,0.6867990303790398,0.6872231895595632,0.6934196452222361,0.6903699250866719,-0.1469543320469545,0.5764092921908281,-0.5262805334350681,0.05627216364577918,0.3394241362945864,-0.505220981932582,0.7640576798385433,0.807639960094287,0.7741113969742389,-0.665807492216203,0.6904325332527962,0.5910473221340319,-0.5269702785185197,0.09305252907873796,0.34824483223440617,-0.5219958042768925,0.6770962190129265,-0.5278084725030271,0.27748816533403137,0.38971174718469054,-0.5199453418610837,1.0,-0.5258846287515812,0.769421812517567,0.12674943625070512,-0.3445015919055236
Federal Funds Rate_lag_20,-0.8433698063702473,-0.8518045992397065,-0.8437347721293467,-0.8437610437612734,-0.10643058597480837,-0.379165652034805,0.9141627320975021,-0.03889245778044776,0.2775170914151678,0.3707529312350969,-0.789565891447886,-0.6510996334627279,-0.6480476988207947,0.6803001192794063,-0.8445757585489282,-0.39292425607932896,0.917307592750841,-0.04588474977394559,0.2845373075053385,0.38880371309480943,-0.45272707622420005,0.9309546900910886,-0.07892842245362766,0.3452481621151724,0.4390055943244188,-0.5258846287515812,1.0,-0.15996802996880752,0.3230207293988708,0.5010110378810465
GBP/USD Exchange Rate_lag_20,0.23608096184805172,0.23921748090403103,0.2444922032774507,0.24255913265868612,0.01410171603620692,0.45079632466727115,-0.10732010772558438,0.2785043476922084,0.536790629408379,-0.1569710877369523,0.3095927094665917,0.40119684393971733,0.35336246989977876,-0.5219954386239333,0.24471208498153474,0.4657666964019044,-0.11456079544037144,0.32205561609711586,0.5375187346253198,-0.15872299159175893,0.5255605655454033,-0.14456899791992778,0.48016735007773836,0.5730775113172467,-0.10799079251507501,0.769421812517567,-0.15996802996880752,1.0,0.288258677960771,0.0968342173372355
US 10Y Inflation Expectations_lag_20,-0.25967013118675314,-0.2661895461714256,-0.24622131281413276,-0.2541151406686217,-0.09349430794565307,0.23294958408713703,0.32464751953743454,0.06854033495843728,0.29728646431650113,-0.30189514995633504,-0.041721947975362696,0.03122100864942736,-0.047078750919963365,-0.10272493694315615,-0.2599143635338863,0.2380999176340054,0.3298405649011931,0.08883454717968896,0.3199828470592143,-0.2718643795615696,0.22598220780435618,0.33586369349724426,0.14476832961630043,0.38890715112780005,-0.1605039455981196,0.12674943625070512,0.3230207293988708,0.288258677960771,1.0,0.31623472277869386
US 10Y Treasury_lag_20,-0.6877854838244309,-0.6908054530140944,-0.6863967060229614,-0.6885847051986032,0.09511778396392624,-0.14517608236340837,0.6218991359490627,0.4123269324167784,0.36899194142505337,0.5610697509387518,-0.6164844937352169,-0.6386808966899155,-0.6421387591813961,0.3141212394906812,-0.6896770046995773,-0.1608848357258071,0.6184260953442657,0.39923459922357984,0.3394470564532901,0.5664365745849784,-0.2056132559861816,0.5974584869665324,0.34271436454055765,0.23341425714413933,0.5654606771089077,-0.3445015919055236,0.5010110378810465,0.0968342173372355,0.31623472277869386,1.0
