,open,high,low,close,volume,EUR/USD Exchange Rate,Federal Funds Rate,GBP/USD Exchange Rate,US 10Y Inflation Expectations,US 10Y Treasury,US CPI,US GDP,US Unemployment Rate,USD/CHF Exchange Rate,USD/JPY Exchange Rate,EUR/USD Exchange Rate_lag_1,Federal Funds Rate_lag_1,GBP/USD Exchange Rate_lag_1,US 10Y Inflation Expectations_lag_1,US 10Y Treasury_lag_1,EUR/USD Exchange Rate_lag_5,Federal Funds Rate_lag_5,GBP/USD Exchange Rate_lag_5,US 10Y Inflation Expectations_lag_5,US 10Y Treasury_lag_5,EUR/USD Exchange Rate_lag_20,Federal Funds Rate_lag_20,GBP/USD Exchange Rate_lag_20,US 10Y Inflation Expectations_lag_20,US 10Y Treasury_lag_20
US CPI,-0.7685647019461868,-0.7828318502630791,-0.7673342765944644,-0.7684613201401593,-0.43279503491072685,0.6861995789264337,-0.8896067066311951,0.17562997031389915,0.005813324059317167,-0.6423522671596691,1.0,0.9344257480923411,0.8762359745774162,-0.7747210523520184,0.8904720196062351,0.6911223006701032,-0.8841632929885267,0.193211055772865,-0.0035967708346020186,-0.6520496359158264,0.7140916562700051,-0.8627609511394086,0.25203330128458185,-0.046073225419977694,-0.6785235992363811,0.7640576798385433,-0.789565891447886,0.3095927094665917,-0.041721947975362696,-0.6164844937352169
US GDP,-0.7513093424712245,-0.7670806421289363,-0.7423786262281034,-0.7450450370528907,-0.4894876748483604,0.6826094298226184,-0.7533975178022474,0.07863887945504183,0.05071752943068786,-0.6616085217295693,0.9344257480923411,1.0,0.8436848306817671,-0.7520066513203338,0.8534639189582287,0.694917716615692,-0.747940932211317,0.10860524174511715,0.04263425187807441,-0.6684641210769204,0.7332062896528279,-0.7263991194140591,0.2066033527321001,0.004264654036818121,-0.6848680052620516,0.807639960094287,-0.6510996334627279,0.40119684393971733,0.03122100864942736,-0.6386808966899155
US Unemployment Rate,-0.7112708830650838,-0.7335723227663072,-0.6916298449064044,-0.7037511172330615,-0.559832877860431,0.6498290493910297,-0.7292216593490177,0.20854708205292644,0.04532222576714232,-0.6264532007731265,0.8762359745774162,0.8436848306817671,1.0,-0.708448878858471,0.7789134564055946,0.6617532638560051,-0.7240220050555782,0.23402947846504696,0.03524146618103078,-0.6342361279355377,0.7096629005531704,-0.7039515204919852,0.32151869717119586,0.007656270708591043,-0.653730943954969,0.7741113969742389,-0.6480476988207947,0.35336246989977876,-0.047078750919963365,-0.6421387591813961
USD/CHF Exchange Rate,0.985392144143794,0.9917648416403783,0.995162953460273,0.9968477821040073,0.20207275564270802,-0.9444794375737029,0.6535999332683912,-0.6826644734334859,-0.04236027933749741,0.37559904072279965,-0.7747210523520184,-0.7520066513203338,-0.708448878858471,1.0,-0.43993707463315856,-0.9303134025688973,0.6649942288193832,-0.669015905741807,-0.034302912118051886,0.3763108322485546,-0.8680874909636246,0.6966074699166874,-0.6101992094889748,-0.02784931099943511,0.38273553765373225,-0.665807492216203,0.6803001192794063,-0.5219954386239333,-0.10272493694315615,0.3141212394906812
USD/JPY Exchange Rate,-0.4500170425096833,-0.46039824701301163,-0.4350528516007196,-0.4381007630452289,-0.2920088841579896,0.32540461999420356,-0.8918814903247324,-0.08284406814266455,-0.13899905992985426,-0.5496818361045906,0.8904720196062351,0.8534639189582287,0.7789134564055946,-0.43993707463315856,1.0,0.34952990972560666,-0.8919220516604611,-0.05760265830530518,-0.14464996059773283,-0.5754376114713003,0.45501499476618146,-0.8857855013296431,0.045610839880335076,-0.2023082430950845,-0.6369056439276095,0.6904325332527962,-0.8445757585489282,0.24471208498153474,-0.2599143635338863,-0.6896770046995773
EUR/USD Exchange Rate_lag_1,-0.9454637660624023,-0.946218636117402,-0.9281948655046044,-0.9274695793542597,-0.3937491589681178,0.9795467018096882,-0.4869739075604066,0.7404499391731221,0.12301918093493949,-0.3604988011511327,0.6911223006701032,0.694917716615692,0.6617532638560051,-0.9303134025688973,0.34952990972560666,1.0,-0.4872088626234335,0.7693644529814786,0.10411729455921097,-0.3604150633243091,0.914228818602255,-0.4815803941182065,0.6792804583916398,0.09108283544564225,-0.3130475329446319,0.5910473221340319,-0.39292425607932896,0.4657666964019044,0.2380999176340054,-0.1608848357258071
Federal Funds Rate_lag_1,0.652245389090259,0.6581445326652038,0.6700709929304938,0.6619491225947886,0.25007795444137076,-0.48394388182898507,0.9952689222231949,-0.12285002483080651,0.249006968651566,0.4896864786774236,-0.8841632929885267,-0.747940932211317,-0.7240220050555782,0.6649942288193832,-0.8919220516604611,-0.4872088626234335,1.0,-0.13034691401530185,0.25478992310312887,0.5026794952788064,-0.4999149491877665,0.9811589551360673,-0.15020442596039363,0.3114263615474331,0.5551382042161075,-0.5269702785185197,0.917307592750841,-0.11456079544037144,0.3298405649011931,0.6184260953442657
GBP/USD Exchange Rate_lag_1,-0.6902419150488603,-0.68731866308554,-0.6689937755134061,-0.6694553201430954,-0.2102831386430296,0.7492069412115633,-0.13412609563108152,0.9592972513131071,0.2867937200951888,0.06548411285716778,0.193211055772865,0.10860524174511715,0.23402947846504696,-0.669015905741807,-0.05760265830530518,0.7693644529814786,-0.13034691401530185,1.0,0.26363806453642064,0.07797060489151998,0.6432084003169997,-0.11693337487917795,0.8230782335093776,0.2046368645848571,0.19585338772768016,0.09305252907873796,-0.04588474977394559,0.32205561609711586,0.08883454717968896,0.39923459922357984
US 10Y Inflation Expectations_lag_1,-0.0386182228586012,-0.046491630111954195,-0.024027351194203645,-0.03668049346970649,-0.011090822180263865,0.09711519684932197,0.26094430134242913,0.24797198100530518,0.9349738740017085,0.2722887076187031,-0.0035967708346020186,0.04263425187807441,0.03524146618103078,-0.034302912118051886,-0.14464996059773283,0.10411729455921097,0.25478992310312887,0.26363806453642064,1.0,0.32678661784892427,0.19103608459540317,0.2580841732939982,0.373661504363024,0.7794516969483957,0.2918367128359012,0.34824483223440617,0.2845373075053385,0.5375187346253198,0.3199828470592143,0.3394470564532901
US 10Y Treasury_lag_1,0.3804325547146229,0.38776440138703633,0.3700946886775642,0.36737615460632406,0.3834562708096997,-0.3445394269005034,0.5098125843752241,0.11398814493228394,0.3230218376337143,0.9473349300736628,-0.6520496359158264,-0.6684641210769204,-0.6342361279355377,0.3763108322485546,-0.5754376114713003,-0.3604150633243091,0.5026794952788064,0.07797060489151998,0.32678661784892427,1.0,-0.37898351045785483,0.49898418195955724,0.05079417178448803,0.1152016441209243,0.7991222774798592,-0.5219958042768925,0.38880371309480943,-0.15872299159175893,-0.2718643795615696,0.5664365745849784
EUR/USD Exchange Rate_lag_5,-0.8774383112992333,-0.8897256154923172,-0.8554951518996411,-0.865900123713506,-0.4911973931937068,0.8959515638049967,-0.4991195244854273,0.612832780925412,0.20807181890232537,-0.39211120918853976,0.7140916562700051,0.7332062896528279,0.7096629005531704,-0.8680874909636246,0.45501499476618146,0.914228818602255,-0.4999149491877665,0.6432084003169997,0.19103608459540317,-0.37898351045785483,1.0,-0.5039614401983018,0.7694457884678929,0.1081509237904335,-0.3609731084259816,0.6770962190129265,-0.45272707622420005,0.5255605655454033,0.22598220780435618,-0.2056132559861816
Federal Funds Rate_lag_5,0.6872864713017446,0.6919709320770553,0.7040377821158851,0.6948515940738013,0.20793786359636762,-0.476789647471584,0.9767320867011892,-0.10337198707088804,0.2642810982689967,0.4869754607158122,-0.8627609511394086,-0.7263991194140591,-0.7039515204919852,0.6966074699166874,-0.8857855013296431,-0.4815803941182065,0.9811589551360673,-0.11693337487917795,0.2580841732939982,0.49898418195955724,-0.5039614401983018,1.0,-0.14257651685250347,0.2896162770171185,0.5204010543869262,-0.5278084725030271,0.9309546900910886,-0.14456899791992778,0.33586369349724426,0.5974584869665324
GBP/USD Exchange Rate_lag_5,-0.616275143688397,-0.6233279937860909,-0.6023261271637417,-0.6102617962133962,-0.2987079538261291,0.6633656971793109,-0.1488758291546062,0.7880587014237583,0.39046883831719437,0.038347854192262505,0.25203330128458185,0.2066033527321001,0.32151869717119586,-0.6101992094889748,0.045610839880335076,0.6792804583916398,-0.15020442596039363,0.8230782335093776,0.373661504363024,0.05079417178448803,0.7694457884678929,-0.14257651685250347,1.0,0.27210654351853336,0.08035640817579077,0.27748816533403137,-0.07892842245362766,0.48016735007773836,0.14476832961630043,0.34271436454055765
US 10Y Inflation Expectations_lag_5,-0.020322429423622567,-0.026214459731644157,-0.021499146927076624,-0.027251662956873788,-0.017117007616442994,0.10015846653455772,0.31522184885397597,0.18506902144972784,0.7188098946532835,0.08616989438509726,-0.046073225419977694,0.004264654036818121,0.007656270708591043,-0.02784931099943511,-0.2023082430950845,0.09108283544564225,0.3114263615474331,0.2046368645848571,0.7794516969483957,0.1152016441209243,0.1081509237904335,0.2896162770171185,0.27210654351853336,1.0,0.32499665947846246,0.38971174718469054,0.3452481621151724,0.5730775113172467,0.38890715112780005,0.23341425714413933
US 10Y Treasury_lag_5,0.3769637963142825,0.3849831643324747,0.3770099377876603,0.37396109794227245,0.28200034873700075,-0.29917918219206036,0.5623732620134183,0.21635570766529613,0.28264996095023587,0.7622552299534331,-0.6785235992363811,-0.6848680052620516,-0.653730943954969,0.38273553765373225,-0.6369056439276095,-0.3130475329446319,0.5551382042161075,0.19585338772768016,0.2918367128359012,0.7991222774798592,-0.3609731084259816,0.5204010543869262,0.08035640817579077,0.32499665947846246,1.0,-0.5199453418610837,0.4390055943244188,-0.10799079251507501,-0.1605039455981196,0.5654606771089077
EUR/USD Exchange Rate_lag_20,-0.6646019347664219,-0.6845984341656983,-0.6535300315283823,-0.6591010727027056,-0.3239708463830919,0.5764092921908281,-0.5262805334350681,0.05627216364577918,0.3394241362945864,-0.505220981932582,0.7640576798385433,0.807639960094287,0.7741113969742389,-0.665807492216203,0.6904325332527962,0.5910473221340319,-0.5269702785185197,0.09305252907873796,0.34824483223440617,-0.5219958042768925,0.6770962190129265,-0.5278084725030271,0.27748816533403137,0.38971174718469054,-0.5199453418610837,1.0,-0.5258846287515812,0.769421812517567,0.12674943625070512,-0.3445015919055236
Federal Funds Rate_lag_20,0.682458701634462,0.6787655989400786,0.6933623267146223,0.6797391118859697,0.010883883057385675,-0.379165652034805,0.9141627320975021,-0.03889245778044776,0.2775170914151678,0.3707529312350969,-0.789565891447886,-0.6510996334627279,-0.6480476988207947,0.6803001192794063,-0.8445757585489282,-0.39292425607932896,0.917307592750841,-0.04588474977394559,0.2845373075053385,0.38880371309480943,-0.45272707622420005,0.9309546900910886,-0.07892842245362766,0.3452481621151724,0.4390055943244188,-0.5258846287515812,1.0,-0.15996802996880752,0.3230207293988708,0.5010110378810465
GBP/USD Exchange Rate_lag_20,-0.5233870902433281,-0.529131219522429,-0.5194423082046231,-0.5197740637526919,-0.09309076965379189,0.45079632466727115,-0.10732010772558438,0.2785043476922084,0.536790629408379,-0.1569710877369523,0.3095927094665917,0.40119684393971733,0.35336246989977876,-0.5219954386239333,0.24471208498153474,0.4657666964019044,-0.11456079544037144,0.32205561609711586,0.5375187346253198,-0.15872299159175893,0.5255605655454033,-0.14456899791992778,0.48016735007773836,0.5730775113172467,-0.10799079251507501,0.769421812517567,-0.15996802996880752,1.0,0.288258677960771,0.0968342173372355
US 10Y Inflation Expectations_lag_20,-0.09658833585394594,-0.10474455272595645,-0.08203980858705648,-0.09184847022020316,-0.053767825682532036,0.23294958408713703,0.32464751953743454,0.06854033495843728,0.29728646431650113,-0.30189514995633504,-0.041721947975362696,0.03122100864942736,-0.047078750919963365,-0.10272493694315615,-0.2599143635338863,0.2380999176340054,0.3298405649011931,0.08883454717968896,0.3199828470592143,-0.2718643795615696,0.22598220780435618,0.33586369349724426,0.14476832961630043,0.38890715112780005,-0.1605039455981196,0.12674943625070512,0.3230207293988708,0.288258677960771,1.0,0.31623472277869386
US 10Y Treasury_lag_20,0.3217467687865187,0.32685556485156814,0.3183400478111376,0.31488948476682554,0.24870316747331603,-0.14517608236340837,0.6218991359490627,0.4123269324167784,0.36899194142505337,0.5610697509387518,-0.6164844937352169,-0.6386808966899155,-0.6421387591813961,0.3141212394906812,-0.6896770046995773,-0.1608848357258071,0.6184260953442657,0.39923459922357984,0.3394470564532901,0.5664365745849784,-0.2056132559861816,0.5974584869665324,0.34271436454055765,0.23341425714413933,0.5654606771089077,-0.3445015919055236,0.5010110378810465,0.0968342173372355,0.31623472277869386,1.0
